PROCESSO;REF. EXTERNA;ll;DATA REGISTRO;D.I.;TX DOLAR D.I.;CLIENTE DO PROCESSO;CÓDIGO;DESCRIÇÃO DO PRODUTO;NCM;CÓD. ADIÇÃO;CÓDIGO EXPORTADOR;EXPORTADOR;FABRICANTE;QTD.;CFOP;UNIDADE;NÚMERO NOTA;FOB;FRETE;SEGURO;THC;CIF;I.I;% I.I;I.P.I.;% I.P.I.;DESPESAS;PIS;% PIS;COFINS;% COFINS;ANTIDUMPING;BC. ICMS;ICMS;% ICMS;VALOR UNITÁRIO;PESO LÍQUIDO;DIFERÊNÇA IPI;ICMS S.T.;TOTAL
54250;CT11538/19;KN480191012;07/01/2020;20/0041374-8;4,055400;NUTRAMAX S.A.;478202;"NOME COMERCIAL: L-CARNITINA BASE OU L-CARNITINA (EM PÓ) - L-CARNITINA É UM COMPOSTO QUATERNÁRIO DE AMÔNIO ENVOLVIDO NO METABOLISMO DA MAIOR PARTE DOS MAMÍFEROS, PLANTAS E ALGUMAS BACTÉRIAS. ENCONTRADA EM QUASE TODAS AS CÉLULAS DO ORGANISMO, ATUA NA GERAÇÃO DE ENERGIA (ATP), A PARTIR DE ÁCIDOS GRAXOS (GORDURA). AJUDA A MELHORAR OS NÍVEIS DE COLESTEROL BOM (HDL) MELHORANDO O FUNCIONAMENTO DO CORAÇÃO E DA CIRCULAÇÃO SANGUÍNEA - NOMES QUÍMICOS: L-CARNITINA - SINÔNIMOS: 4-AMINO-3-HYDROXYBUTYRIC ACID; TRIMETHYLBETAINE 4-TRIMETHYLAMINO-3- HYDROXYBUTYRATE; (R)-3-CARBOXY-2-HYDROXYN,N,N-TRIMETHYL-1- PROPANAMINIUM HYDROXIDE; - NOME IUPAC: (3R)-3-HYDROXY-4- (TRIMETHYLAZANIUMYL) BUTANOATE - CAS: 541-15-1 - FÓRMULA MOLECULAR: C7H15NO3 - PESO MOLECULAR: 161,20 G/MOL - EINECS: 208-768-0 - ASPECTO FÍSICO: PÓ CRISTALINO BRANCO OU OFF-WHITE - ACONDICIONADO EM BARRICA DE 25 KG PESO LÍQUIDO - A L-CARNITINA É UTILIZADA PRINCIPALMENTE EM ALIMENTOS, BEBIDAS E SUPLEMENTOS PARA PERDA DE PESO. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29239090;2;;LIAONING KONCEPNUTRA CO., LTD.;LIAONNG KONCEPNUTRA CO., LTD;0,000;5949-C5;QUILOGRAMA;123843;0,00;0,00;0,00;0,00;0,00;0,00;2.00%;0,00;0.0%;1.211,76;0,00;0.0%;0,00;0.0%;;1.346,40;134,64;10.0%;1,35;1.000,00;0,00;0,00;1.346,40
41979;CT11856/18;YX180927;26/12/2018;18/2352097-0;3,867100;DISPROQUIMA BRASIL S.A.;244779;NOME COMERCIAL: XILITOL CRISTALINO   XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL   XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;18.000,000;6949-C1;QUILOGRAMA LIQUIDO (10);92830;296.524,31;2.668,30;120,93;1.103,25;300.416,79;6.008,34;2.00%;0,00;0.0%;24.322,57;6.309,14;2.1%;28.992,03;9.65%;0,00;415.964,62;49.915,75;12.0%;23,11;18.000,00;0,00;0,00;415.964,62
41979;CT11856/18;YX180927;26/12/2018;18/2352097-0;3,867100;DISPROQUIMA BRASIL S.A.;325367;NOME COMERCIAL: XILITOL PÓ - CM50 - XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL - XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, FINO - ACONDICIONADO EM CAIXAS DE 20 KG PESO LÍQUIDO - É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;6.000,000;6949-C1;QUILOGRAMA LIQUIDO (10);92830;105.799,38;889,43;43,15;367,75;107.099,71;2.141,99;2.00%;0,00;0.0%;8.678,22;2.248,70;2.1%;10.333,31;9.65%;0,00;148.297,65;17.795,72;12.0%;24,72;6.000,00;0,00;0,00;148.297,65
41979;CT11856/18;YX180927;26/12/2018;18/2352097-0;3,867100;DISPROQUIMA BRASIL S.A.;244779;NOME COMERCIAL: XILITOL CRISTALINO   XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL   XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;0,000;6949-C2;QUILOGRAMA LIQUIDO (10);93970;0,00;0,00;0,00;0,00;0,00;0,00;2.00%;0,00;0.0%;5.562,56;0,00;2.1%;0,00;9.65%;0,00;6.321,09;758,53;12.0%;0,35;18.000,00;0,00;0,00;6.321,09
41979;CT11856/18;YX180927;26/12/2018;18/2352097-0;3,867100;DISPROQUIMA BRASIL S.A.;325367;NOME COMERCIAL: XILITOL PÓ - CM50 - XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL - XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, FINO - ACONDICIONADO EM CAIXAS DE 20 KG PESO LÍQUIDO - É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;0,000;6949-C2;QUILOGRAMA LIQUIDO (10);93970;0,00;0,00;0,00;0,00;0,00;0,00;2.00%;0,00;0.0%;1.984,71;0,00;2.1%;0,00;9.65%;0,00;2.255,35;270,64;12.0%;0,38;6.000,00;0,00;0,00;2.255,35
54586;CT11874/19;JF190719;06/01/2020;20/0023392-8;4,052200;NUTRAMAX S.A.;151420;NOME COMERCIAL: GLICOSÍDEOS DE ESTEVIOL 95% EM PÓ - EDULCORANTES NATURAIS OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI   EXTRATO NATURAL CONTENDO  MAIS DE 95% DE GLICOSÍDEOS DE ESTEVIOL TOTAIS, SENDO A MAIOR % EM ESTEVIOSÍDIO, SEGUIDO POR REBAUDIOSÍDIO A - NOME QUÍMICO: 1) ESTEVIOSÍDIO / STEVIOSIDE: 13-[(2-O-?-D-GLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)OXY] KAUR-16-EN-18-OIC ACID, ?-D-GLUCOPYRANOSYL ESTER 2) REBAUDIOSÍDIO A: 13-[(2-O-?-D-GLUCOPYRANOSYL-3-O-?-DGLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID, ?-D-GLUCOPYRANOSYL ESTER - CAS: 57817-89-7 (ESTEVIOSÍDIO) E 58543-16-1 (REBAUDIOSÍDIO A)   INS: 960   FÓRMULA MOLECULAR: C38H60O18 (ESTEVIOSÍDIO) E C44H70O23 (REBAUDIOSÍDIO A)   PESO MOLECULAR: 804,88 (ESTEVIOSÍDIO) E 967,03 (REBAUDIOSÍDIO A) G/MOL    ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. ACONDICIONADO EM CAIXAS DE PAPELÃO COM SACO INTERNO DE POLIETILENO DE 20 KG PESO LÍQUIDO CADA. OS GLICOSÍDEOS DE ESTEVIOL SÃO UTILIZADOS PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29389020;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;NANJING JOYFUL IMP. / EXP. CO., LTD;600,000;5949-C3;QUILOGRAMA;123028;29.705,62;1.779,97;121,57;182,34;31.789,50;4.450,53;14.00%;0,00;0.0%;4.569,50;667,57;2.1%;3.067,68;9.65%;0,00;49.494,20;4.949,42;10.0%;82,49;600,00;0,00;0,00;49.494,20
54586;CT11874/19;JF190719;06/01/2020;20/0023392-8;4,052200;NUTRAMAX S.A.;151420;NOME COMERCIAL: GLICOSÍDEOS DE ESTEVIOL 95% EM PÓ - EDULCORANTES NATURAIS OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI   EXTRATO NATURAL CONTENDO  MAIS DE 95% DE GLICOSÍDEOS DE ESTEVIOL TOTAIS, SENDO A MAIOR % EM ESTEVIOSÍDIO, SEGUIDO POR REBAUDIOSÍDIO A - NOME QUÍMICO: 1) ESTEVIOSÍDIO / STEVIOSIDE: 13-[(2-O-?-D-GLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)OXY] KAUR-16-EN-18-OIC ACID, ?-D-GLUCOPYRANOSYL ESTER 2) REBAUDIOSÍDIO A: 13-[(2-O-?-D-GLUCOPYRANOSYL-3-O-?-DGLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID, ?-D-GLUCOPYRANOSYL ESTER - CAS: 57817-89-7 (ESTEVIOSÍDIO) E 58543-16-1 (REBAUDIOSÍDIO A)   INS: 960   FÓRMULA MOLECULAR: C38H60O18 (ESTEVIOSÍDIO) E C44H70O23 (REBAUDIOSÍDIO A)   PESO MOLECULAR: 804,88 (ESTEVIOSÍDIO) E 967,03 (REBAUDIOSÍDIO A) G/MOL    ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. ACONDICIONADO EM CAIXAS DE PAPELÃO COM SACO INTERNO DE POLIETILENO DE 20 KG PESO LÍQUIDO CADA. OS GLICOSÍDEOS DE ESTEVIOL SÃO UTILIZADOS PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29389020;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;NANJING JOYFUL IMP. / EXP. CO., LTD;0,000;5949-C5;QUILOGRAMA;123510;0,00;0,00;0,00;0,00;0,00;0,00;14.00%;0,00;0.0%;363,43;0,00;2.1%;0,00;9.65%;;403,81;40,38;10.0%;0,67;600,00;0,00;0,00;403,81
54617;CT11905/19;JF191126;18/12/2019;19/2340318-6;4,068700;NUTRAMAX S.A.;137509;NOME COMERCIAL: LUO HAN GUO EXTRACT OU EXTRATO DA FRUTA LUO HAN   EXTRATO NATURAL OBTIDO DA FRUTA LUO HAN (MOMORDICA GROSVENORI SWINGLE OU SIRAITIA GROSVENORII SWINGLE, TAMBÉM CONHECIDA COMO FRUTA DO MONGE / MONK FRUIT ), CONTENDO PRINCIPALMENTE GLICOSÍDEOS DE SABOR ADOCICADO CONHECIDOS COMO MOGROSÍDIOS E TAMBÉM FLAVONÓIDES, MELANOIDINAS E OUTRAS SUBSTÂNCIAS NATURALMENTE PRESENTES NA FRUTA - FÓRMULA MOLECULAR: CONTÉM VÁRIOS COMPONENTES DE ORIGEM VEGETAL, NÃO SENDO POSSÍVEL ESTABELECER UMA FÓRMULA ESPECÍFICA PARA O EXTRATO. A FÓRMULA MOLECULAR DO MOGROSÍDIO V (PRINCIPAL COMPONENTE) É  C60H102O29   CAS: O EXTRATO CONTÉM VÁRIAS SUBSTÂNCIAS NATURAIS, NÃO HAVENDO UM CAS ESPECÍFICO PARA O EXTRATO. CAS DO MOGROSÍDIO V (PRINCIPAL COMPONENTE): 88901-36-4 - FEMA 4711   PESO MOLECULAR DO MOGROSÍDIO V (PRINCIPAL COMPONENTE): 1286 DALTON (DA)   GRAS NOTICE GRN 000556 - ESTADO FÍSICO: PÓ AMARELADO OU OFF-WHITE   O EXTRATO DA FRUTA LUO HAN É UTILIZADO PRINCIPALMENTE COMO REALÇADOR DE SABOR E ADOÇANTE NATURAL EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;13021999;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;HUNAN HUACHENG BIOTECH, INC.;60,000;5949-C3;QUILOGRAMA;121743;91.349,60;3.125,62;133,58;0,00;94.608,79;7.568,70;8.00%;0,00;0.0%;3.767,65;1.986,78;2.1%;9.129,74;9.65%;0,00;130.068,51;13.006,85;10.0%;2.167,81;60,00;0,00;0,00;130.068,51
54617;CT11905/19;JF191126;18/12/2019;19/2340318-6;4,068700;NUTRAMAX S.A.;137475;"NOME COMERCIAL: REBAUDIOSÍDIO A 50%   REBAUDIOSÍDIO A É O NOME GENÉRICO DE UM DOS 9 PRINCIPAIS EDULCORANTES NATURAIS (GLICOSÍDEOS DE ESTEVIOL) OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI   EXTRATO NATURAL CONTENDO  MAIS DE 95% DE GLICOSÍDEOS DE ESTEVIOL TOTAIS E MÍNIMO DE 50% DE REBAUDISÍDIO A - NOME QUÍMICO: REBAUDIOSÍDIO A ; 19-O-BETA-GLUCOPYRANOSYL-13-O-(BETA-GLUCOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-3))-BETA-GLUCOPYRANOSYL-13-XHYDROXYKAUR-16-EN-19-OIC ACID - SINÔNIMOS: REBAUDIOSIDE A ; (4R)-13-[(2-O-?-D-GLUCOPYRANOSYL-3-O-?-D-GLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID ?-D-GLUCOPYRANOSYL ESTER; (4?)-13-[(2-O-?-D-GLUCOPYRANOSYL-3-O-?-D-GLUCOPYRANOSYL-?-D-GLUCOPYRANOSYL)-OXY]KAUR-6-EN-8-OIC ACID ?-D-GLUCOPYRANOSYL ESTER - CAS: 58543-16-1   INS: 960   FÓRMULA MOLECULAR: C44H70CL3O23   PESO MOLECULAR: 967,01 G/MOL    ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. O REBAUDIOSÍDIO A É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29389090;2;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHANDONG HAIGEN BIOTECHNOLOGY CO., LTD.;240,000;5949-C3;QUILOGRAMA;121743;20.698,09;12.502,50;30,27;0,00;33.230,86;664,61;2.00%;0,00;0.0%;876,22;697,84;2.1%;3.206,77;9.65%;0,00;42.973,67;4.297,37;10.0%;179,06;240,00;0,00;0,00;42.973,67
42204;CT12081/18;NAACS18A1580;07/01/2019;19/0034071-4;3,768300;DISPROQUIMA BRASIL S.A.;214910;"NOME COMERCIAL: SORBATO DE POTÁSSIO GRANULAR   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ/GRANULADO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911;1;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;NANTONG ACETIC ACID CHEMICAL CO., LTD.;18.000,000;6949-C1;QUILOGRAMALIQUIDA;93483;280.385,00;4.154,29;344,19;703,66;285.587,14;34.270,46;12.00%;0,00;0.0%;3.451,55;5.997,43;2.1%;27.559,63;9.65%;0,00;371.735,63;14.869,43;4.0%;20,65;18.000,00;0,00;0,00;371.735,63
42204;CT12081/18;NAACS18A1580;07/01/2019;19/0034071-4;3,768300;DISPROQUIMA BRASIL S.A.;214911;"NOME COMERCIAL: SORBATO DE POTÁSSIO EM PÓ   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ FINO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911;1;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;NANTONG ACETIC ACID CHEMICAL CO., LTD.;4.500,000;6949-C1;QUILOGRAMALIQUIDA;93483;72.636,73;1.038,57;89,17;175,91;73.940,39;8.872,85;12.00%;0,00;0.0%;894,14;1.552,64;2.1%;7.134,77;9.65%;0,00;96.244,56;3.849,78;4.0%;21,39;4.500,00;0,00;0,00;96.244,56
42204;CT12081/18;NAACS18A1580;07/01/2019;19/0034071-4;3,768300;DISPROQUIMA BRASIL S.A.;214910;"NOME COMERCIAL: SORBATO DE POTÁSSIO GRANULAR   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ/GRANULADO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911;1;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;NANTONG ACETIC ACID CHEMICAL CO., LTD.;0,000;6949-C2;QUILOGRAMALIQUIDA;94970;0,00;0,00;0,00;0,00;0,00;0,00;12.00%;0,00;0.0%;381,55;0,00;2.1%;0,00;9.65%;0,00;397,44;15,90;4.0%;0,02;18.000,00;0,00;0,00;397,44
42204;CT12081/18;NAACS18A1580;07/01/2019;19/0034071-4;3,768300;DISPROQUIMA BRASIL S.A.;214911;"NOME COMERCIAL: SORBATO DE POTÁSSIO EM PÓ   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ FINO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911;1;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;NANTONG ACETIC ACID CHEMICAL CO., LTD.;0,000;6949-C2;QUILOGRAMALIQUIDA;94970;0,00;0,00;0,00;0,00;0,00;0,00;12.00%;0,00;0.0%;98,84;0,00;2.1%;0,00;9.65%;0,00;102,96;4,12;4.0%;0,02;4.500,00;0,00;0,00;102,96
54992;CT12280/19;YX190927;26/12/2019;19/2375171-0;4,081300;NUTRAMAX S.A.;325367;NOME COMERCIAL: XILITOL PÓ - CM50 - XILITOL É O NOME GENÉRICO DO COMPOSTO CONHECIDO PELO NOME QUÍMICO 1,2,3,4,5- PENTAHIDROXI-PENTANO. CAS: 87-99-0 - FÓRMULA MOLECULAR: C5H12O5 - PESO MOLECULAR: 152,15 G/MOL - XILITOL É UM COMPOSTO ORGÂNICO DE CONSTITUIÇÃO QUÍMICA DEFINIDA E ISOLADO, UM OUTRO POLIÁLCOOL, UM ÁLCOOL ACÍCLICO. XILITOL É ENCONTRADO NATURALMENTE EM DIVERSAS FRUTAS E VEGETAIS, MAS É PRODUZIDO COMERCIALMENTE A PARTIR DO MILHO - ASPECTO FÍSICO: PÓ BRANCO, FINO - ACONDICIONADO EM CAIXAS DE 20 KG PESO LÍQUIDO - É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS.  PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29054900;1;;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;ANYANG CITY YUXIN XYLITOL TECHNOLOGY CO., LTD;24.000,000;5949-C3;QUILOGRAMA LIQUIDO;123432;357.521,88;7.468,78;453,11;720,00;366.163,76;7.323,28;2.00%;0,00;0.0%;16.751,96;7.689,43;2.1%;35.334,80;9.65%;0,00;481.403,59;48.140,36;10.0%;20,06;24.000,00;0,00;0,00;481.403,59
