PROCESSO;REF. EXTERNA;ll;DATA REGISTRO;D.I.;TX DOLAR D.I.;CLIENTE DO PROCESSO;CÓDIGO;DESCRIÇÃO DO PRODUTO;NCM;CÓD. ADIÇÃO;CÓDIGO EXPORTADOR;EXPORTADOR;FABRICANTE;QTD.;CFOP;UNIDADE;NÚMERO NOTA;FOB;FRETE;SEGURO;THC;CIF;I.I;% I.I;I.P.I.;% I.P.I.;DESPESAS;PIS;% PIS;COFINS;% COFINS;ANTIDUMPING;BC. ICMS;ICMS;% ICMS;VALOR UNITÁRIO;PESO LÍQUIDO;DIFERÊNÇA IPI;ICMS S.T.;TOTAL
68042;OCCT00089/21;FOX 00144;2021-02-17;21/0305147-4;5,381500;NUTRAMAX S.A.;587052;"NOME COMERCIAL: CREATINA MONOIDRATADA 200 MESH - A CREATINA É UM COMPOSTO DE AMINOÁCIDOS NATURALMENTE PRESENTE NAS FIBRAS MUSCULARES E NO CÉREBRO, MAS PRODUZIDA COMERCIALMENTE POR HIDRÓLISE DE PROTEÍNAS - NOME IUPAC: ÁCIDO 2-(CARBAMIMIDOIL-METIL-AMINO)ACÉTICO - SINÔNIMOS: CREATINE; METHYL GLYCOCYAMINE; ALPHA-METHYLGUANIDO]ACETIC ACID; (A-METHYLGUANIDO)ACETIC ACID; N-GUANYL-N-METHYLGLYCINE; N-METHYL-N-GUANYLGLYCINE; N-(AMINOIMINOMETHYL)-N-METHYL-GLYCINE; - CAS: 57-00-1 - EINECS (EC#): 200-306-6 - FÓRMULA MOLECULAR: C4H9N3O2 - PESO MOLECULAR: 131,13 G/MOL - ESTADO FÍSICO:  PÓ BRANCO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A CREATINA É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS ESPORTIVOS VISANDO O AUMENTO DA FORÇA EM TRABALHOS FÍSICOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29224990.0;1;;CHINA SINOPHARM INTERNATIONAL CORPORATION;NINGXIA BAOMA PHARM LIMITED COMPANY;22.500,000;7949-C1;QUILOGRAMALIQUIDO;154591;365.672,93;0,00;505,65;740,00;366.918,57;0,00;2.00%;0,00;0.0%;59.640,50;8.581,12;2.1%;39.432,32;9.65%;;0,00;0,00;0.0%;18,52;22.500,00;0,00;;524.451,66
67919;OCCT12457/20;FOX 00138;2021-02-18;21/0328708-7;5,413800;NUTRAMAX S.A.;288292;"""NOME COMERCIAL: ACESSULFAME-K (ACESSULFAME DE POTÁSSIO) CRISTALINO. ACESSULFAME-K É O NOME GENÉRICO DO SAL DE POTÁSSIO SINTÉTICO (EDULCORANTE ARTIFICIAL ) OBTIDO A PARTIR DE UM COMPOSTO ÁCIDO DA FAMÍLIA DO ÁCIDO ACÉTICO - NOMES QUÍMICOS: POTASSIUM SALT OF 6-METHYL-1,2,3-OXATHIAZINE-4(3H)-ONE-2,2-DIOXIDE; POTASSIUM SALT OF 3,4-DIHYDRO-6-METHYL-1,2,3-OXATHIAZINE-4-ONE-2,2-DIOXIDE - NOME IUPAC: POTASSIUM 6-METHYL-2,2-DIOXO-OXATHIAZIN-4-OLATE - SINÔNIMOS: ACESULFAME K, INS 950 - CAS: 55589-62-3 - EINECS (EC#): 259-715-3   INS: 950   FÓRMULA MOLECULAR: C4H4KNO4S - PESO MOLECULAR: 201.24 G/MOL - ESTADO FÍSICO: PÓ BRANCO OU OFFWHITE, CRISTALINO. ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO. O ACESSULFAME-K É UTILIZADO COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29349919.0;6;;NANJING JOYFUL IMP. / EXP. CO., LTD;ANHUI JINHE INDUSTRIAL CO.,LTD;1.000,000;5949-C3;QUILOGRAMA LIQUIDO (;154189;40.494,85;2.648,49;32,70;51,73;43.227,76;864,56;2.00%;0,00;0.0%;1.110,02;907,78;2.1%;4.171,47;9.65%;0,00;55.868,43;5.586,84;10.0%;55,87;1.000,00;0,00;0,00;55.868,43
67919;OCCT12457/20;FOX 00138;2021-02-18;21/0328708-7;5,413800;NUTRAMAX S.A.;137482;"NOME COMERCIAL: NEOTAME PÓ - EDULCORANTE (ADOÇANTE) ARTIFICIAL ALIMENTÍCIO (CONCENTRAÇÃO MÍNIMA 97.0), CERCA DE 7 MIL A 13 MIL VEZES MAIS DOCE QUE A SACAROSE   NOME QUÍMICO: NEOTAME. NOME IUPAC: (3R)-3-(3,3-DIMETHYLBUTYLAMINO)-4-[[(1R)-2-METHOXY-2-OXO-1-(PHENYLMETHYL)ETHYL]AMINO]-4-OXOBUTANOIC ACID - SINÔNIMOS: N-(N-(3,3-DIMETHYLBUTYL)-L-ALPHA-ASPARTYL)-L-PHENYLALANINE 1-METHYL ESTER; L-PHENYLALANINE, N-[N-(3,3-DIMETHYLBUTYL)-L-.ALPHA.-ASPARTYL]-, 1-METHYL ESTER;N-[N-(3,3-DIMETHYLBUTYL)-L--ASPARTYL]-L-PHENYLALANINE 1-METHYL ESTER;(S)-3-((3,3-DIMETHYLBUTYL)AMINO)-4-(((S)-1-METHOXY-1-OXO-3-PHENYLPROPAN-2-YL)AMINO)-4-OXOBUTANOIC ACID;L-PHENYLALANINE,N-(3,3-DIMETHYLBUTYL)-L-A-ASPARTYL-,2-METHYL ESTER - CAS: 165450-17-9   EINECS: 253-404-6 - FORMULA MOLECULAR: C20H30N2O5   PESO MOLECULAR: 378,46 G/MOL   O NEOTAME É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29242999.0;4;;NANJING JOYFUL IMP. / EXP. CO., LTD;WUHAN HUASWEET CO., LTD;300,000;5949-C3;QUILOGRAMA LIQUIDO (;154189;51.988,94;794,53;41,96;15,52;52.840,94;1.056,82;2.00%;0,00;0.0%;1.423,78;1.109,65;2.1%;5.099,15;9.65%;0,00;68.367,05;6.836,71;10.0%;227,89;300,00;0,00;0,00;68.367,05
67919;OCCT12457/20;FOX 00138;2021-02-18;21/0328708-7;5,413800;NUTRAMAX S.A.;152871;"NOME COMERCIAL: PECTINA DE GIRASSOL DE BAIXA METOXILAÇÃO   PECTINA É O NOME GENÉRICO DADO AO HIDROCOLÓIDE / POLISSACARÍDEO DE CADEIA LONGA OBTIDO POR EXTRAÇÃO EM MEIO AQUOSO A PARTIR DE PLANTAS APROPRIADAS, NESTE CASO GIRASSOL.   NOMES QUÍMICOS: PECTINA - SINÔNIMOS: INS 440; E440: POLY-D-GALACTURONIC ACID METHYL ESTER; POLYGALACTURONIC ACID METHYL ESTER; PARTIALLY METHOXYLATED POLYGALACTURONIC ACID   CAS: 9000-69-5 - INS: 440 - FÓRMULA MOLECULAR: VARIÁVEL   PESO MOLECULAR: VARIÁVEL   ASPECTO: PÓ FINO, DE COR AMARELA/MARROM/ACINZENTADA CLARO (OFF-WHITE). ACONDICIONADO EM BARRICAS DE 20 KG PESO LÍQUIDO. A PECTINA É UTILIZADA PRINCIPALMENTE COMO AGENTE GELIFICANTE, ESPESSANTE, ESTABILIZANTE OU EMULSIFICANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";13022010.0;2;;NANJING JOYFUL IMP. / EXP. CO., LTD;XINJIANG FUFENG BIOTECHNOLOGIES CO.,LTD.;220,000;5949-C3;QUILOGRAMA LIQUIDO (;154189;16.465,91;582,63;13,26;11,38;17.073,19;1.365,85;8.00%;0,00;0.0%;451,11;358,53;2.1%;1.647,56;9.65%;0,00;23.218,04;2.321,80;10.0%;105,54;220,00;0,00;0,00;23.218,04
67921;OCCT12459/20;FOX 00151;2021-03-05;21/0435178-1;5,600800;NUTRAMAX S.A.;632480;NOME COMERCIAL: INOSITOL PÓ - O INOSITOL É UMA SUBSTÂNCIA LARGAMENTE ENCONTRADA EM TECIDOS DE PLANTAS E ANIMAIS. TAMBÉM É CHAMADA DE DAMBOSE. OS CARBOIDRATOS QUE PERTENCEM AO GRUPO DE HEXOSE, TAMBÉM POSSUEM FÓRMULA SEMELHANTE (C6H12O6), COMO A GLICOSE, FRUTOSE E GALACTOSE - NOME IUPAC: (1R,2S,3R,4R,5S,6S)-CYCLOHEXANE-1,2,3,4,5,6-HEXOL - SINÔNIMOS: CIS-1,2,3,5-TRANS-4,6-CYCLOHEXANEHEXOL CYCLOHEXANEHEXOL, DAMBOSE, NOSITOL - CAS: 87-89-8 - EINECS: 201-781-2 - FÓRMULA MOLECULAR: C6H12O6 - PESO MOLECULAR: 180,16 G/MOL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE. ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO. O INOSITOL É UTILIZADO NA FABRICAÇÃO DE ALIMENTOS, BEBIDAS, SUPLEMENTOS ETC. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;29061300.0;1;;ZHUCHENG HAOTIAN PHARM CO., LTD.;;205,000;5949-C3;QUILOGRAMALIQUIDO;155202;3.901,13;515,95;3,36;70,85;4.491,28;89,83;2.00%;0,00;0.0%;953,57;94,31;2.1%;433,40;9.65%;0,00;6.735,99;673,60;10.0%;32,86;205,00;0,00;0,00;6.735,99
67921;OCCT12459/20;FOX 00151;2021-03-05;21/0435178-1;5,600800;NUTRAMAX S.A.;632479;"NOME COMERCIAL: GLICOSÍDEOS DE ESTEVIOL 95% EM PÓ (STEVIA EXTRACT TSG95) - EDULCORANTES NATURAIS OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI . EXTRATO NATURAL CONTENDO MAIS DE 95% DE GLICOSÍDEOS DE ESTEVIOL TOTAIS, SENDO A MAIOR % EM ESTEVIOSÍDIO, SEGUIDO POR REBAUDIOSÍDIO A - NOME QUÍMICO: 1) ESTEVIOSÍDIO / STEVIOSIDE: 13-[(2-O-B-DGLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)OXY] KAUR-16-EN-18-OIC ACID, B-D-GLUCOPYRANOSYL ESTER - 2) REBAUDIOSÍDIO A: 13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-GLUCOPYRANOSYL-B-DGLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID, B-D-GLUCOPYRANOSYL ESTER - REBAUDIOSÍDIO A ; 19-O-BETA-GLUCOPYRANOSYL-13-O-(BETA-GLUCOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-3))-BETA-GLUCOPYRANOSYL-13-XHYDROXYKAUR-16-EN-19-OIC ACID - SINÔNIMOS: REBAUDIOSIDE A ; (4R)-13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID B-D-GLUCOPYRANOSYL ESTER; (4A)-13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)-OXY]KAUR-6-EN-8-OIC ACID B-D-GLUCOPYRANOSYL ESTER - CAS: 57817-89-7 (ESTEVIOSÍDIO) E 58543-16-1 (REBAUDIOSÍDIO A) - INS: 960 - FÓRMULA MOLECULAR: C38H60O18 (ESTEVIOSÍDIO) E C44H70O23 (REBAUDIOSÍDIO A)  - PESO MOLECULAR: 804,88 (ESTEVIOSÍDIO) E 967,03 (REBAUDIOSÍDIO A) G/MOL -  ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. PRODUTO ACONDICIONADO EM CAIXA DE PAPELÃO DE 20 KG PESO LÍQUIDO. OS GLICOSÍDEOS DE ESTEVIOL SÃO UTILIZADOS PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29389020.0;2;;ZHUCHENG HAOTIAN PHARM CO., LTD.;;605,000;5949-C3;QUILOGRAMALIQUIDO;155202;74.654,35;1.522,75;63,79;209,18;76.450,07;10.703,01;14.00%;0,00;0.0%;18.222,84;1.605,45;2.1%;7.377,43;9.65%;0,00;127.065,33;12.706,53;10.0%;210,03;605,00;0,00;0,00;127.065,33
70810;OCCT02857/21;FOX00148;2021-05-03;21/0832009-0;5,403600;NUTRAMAX S.A.;534639;"NOME COMERCIAL: SORBATO DE POTÁSSIO ESFÉRICO   SORBATO DE POTÁSSIO É O NOME GENÉRICO DO SAL POTÁSSICO DO ÁCIDO SÓRBICO   NOMES QUÍMICOS: SORBATO DE POTÁSSIO; POTASSIUM SALT OF TRANS, TRANS-2,4-HEXADIENOIC ACID   SINÔNIMOS: 2,4-HEXADIENOIC ACID, POTASSIUM SALT, (E,E)-; POTASSIUM (E,E)-HEXA-2,4-DIENOATE; (E,E)-HEXADIENOIC ACID, POTASSIUM SALT; 2,4-POTASSIUM HEXADIENOIC ACID; 2,4-HEXADIENOIC ACID POTASSIUM SALT; 2,4-POTASSIUM SORBATE; POTASSIUM (2E,4E)-HEXA-2,4-DIENOATE; POTASSIUM (2Z,4Z)-HEXA-2,4-DIENOATE - CAS: 24634-61-5   EINECS (EC#): 246-376-1   INS: 202   FÓRMULA MOLECULAR: C6H7KO2   PESO MOLECULAR: 150,22 G/MOL - ASPECTO FÍSICO: PÓ/GRANULADO DE COR BRANCA OU OFF-WHITE - ACONDICIONADO EM CAIXAS DE 25 KG PESO LÍQUIDO - O SORBATO DE POTÁSSIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161911.0;1;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;NANTONG ACETIC ACID CHEMICAL CO., LTD.;33.600,000;5949-C3;QUILOGRAMALIQUIDO;160198;671.775,55;59.763,82;948,93;1.365,00;733.853,29;88.062,40;12.00%;0,00;0.0%;20.508,74;15.410,91;2.1%;70.816,84;9.65%;0,00;1.031.835,75;103.183,58;10.0%;30,71;33.600,00;0,00;0,00;1.031.835,75
70810;OCCT02857/21;FOX00148;2021-05-03;21/0832009-0;5,403600;NUTRAMAX S.A.;383691;"NOME COMERCIAL: ÁCIDO SÓRBICO - ÁCIDO SÓRBICO OU ÁCIDO 2,4-HEXADIENÓICO É O NOME GENÉRICO DE UM COMPOSTO ORGÂNICO ENCONTRADO NA NATUREZA E UTILIZADO COMO CONSERVANTE ALIMENTAR. FOI ISOLADO PELA PRIMEIRA VEZ A PARTIR DOS FRUTOS IMATUROS DA SORVEIRA OU TRAMAZEIRA (SORBUS AUCUPARIA), DE ONDE PROVÉM SEU NOME - NOMES QUÍMICOS: ÁCIDO SÓRBICO; SORBIC ACID; (E,E)-2,4-HEXADIENOIC ACID; 2-PROPENYLACRYLIC ACID - CAS: 110-44-1 - EINECS (EC#): 203-768-7 - INS: 200 - FEMA: 3921- JECFA NUMBER: 1176 - FÓRMULA MOLECULAR: C6H8O2 - PESO MOLECULAR: 112,12 G/MOL - ASPECTO FÍSICO: PÓ CRISTALINO DE COR BRANCA OU OFF-WHITE - O ÁCIDO SÓRBICO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RDC 27 DE 06/08/2010.";29161919.0;2;;NANTONG ACETIC ACID CHEMICAL CO., LTD.;NANTONG ACETIC ACID CHEMICAL CO., LTD.;14.400,000;5949-C3;QUILOGRAMA LIQUIDO;160198;381.278,02;25.613,06;538,31;585,00;408.014,39;8.160,29;2.00%;0,00;0.0%;11.640,09;8.568,30;2.1%;39.373,38;9.65%;0,00;528.618,28;52.861,83;10.0%;36,71;14.400,00;0,00;0,00;528.618,28
70613;OCCT02660/21;FOX 00168;2021-05-04;21/0844990-5;5,408700;NUTRAMAX S.A.;262279;"NOME COMERCIAL: FRUTOSE CRISTALINA FRUTOSE OU AÇÚCAR DAS FRUTAS É O NOME GENÉRICO DE UM DOS 3 MONOSSACARÍDEOS MAIS COMUNS DA NATUREZA. É ENCONTRADA NATURALMENTE EM MUITAS FRUTAS, MAS COMERCIALMENTE É PRODUZIDA GERALMENTE A PARTIR DO MILHO, CANA-DE-AÇÚCAR OU BETERRABA NOME QUÍMICO IUPAC: (3S,4R,5R)-1,3,4,5,6-PENTAHYDROXYHEXAN-2-ONE SINÔNIMOS: FRUIT SUGAR,&NBSP;LEVULOSE,&NBSP;D-FRUCTOFURANOSE,&NBSP;DFRUCTOSE,& NBSP;D-ARABINO-HEXULOSE - CAS: 57-48-7 EINECS (EC#): 200- 333-3 FÓRMULA MOLECULAR: C6H12O6 PESO MOLECULAR: 180.16 G/MOL ASPECTO FÍSICO: PÓ BRANCO, CRISTALINO - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO A FRUTOSE É UTILIZADA PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) E AGENTE DE CORPO EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";17025000.0;1;;DISPROQUIMA PORTUGAL - PRODUTOS QUIMICOS, LTD;;14.000,000;5949-C3;QUILOGRAMALIQUIDO;160582;66.851,80;9.090,78;99,09;595,40;76.637,07;12.261,93;16.00%;0,00;0.0%;4.482,38;1.609,37;2.1%;7.395,47;9.65%;0,00;113.762,47;11.376,25;10.0%;8,13;14.000,00;0,00;0,00;113.762,47
70613;OCCT02660/21;FOX 00168;2021-05-04;21/0844990-5;5,408700;NUTRAMAX S.A.;328541;NOME COMERCIAL: PROPIONATO DE CÁLCIO SHIELD DRY - NOME QUÍMICO: PROPIONATO DE CÁLCIO - SINÔNIMOS: CALCIUM PROPANOATE - INS: 282 - CAS: 4075-81-4 - EC NUMBER: 223-795-8 - FÓRMULA MOLECULAR: C6H10CAO4 - PESO MOLECULAR: 186,22 G/MOL - ESTADO FÍSICO: PÓ BRANCO OU OFF-WHITE - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. O PROPIONATO DE CÁLCIO É UM CONSERVANTE MICROBIOLÓGICO LARGAMENTE UTILIZADO EM ALIMENTOS, PRINCIPALMENTE EM PRODUTOS PANIFICADOS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010. LOTE: 95200347 - FABRICAÇÃO: 05/01/2020 - VALIDADE: 05/11/2023;29155020.0;2;;DISPROQUIMA PORTUGAL - PRODUTOS QUIMICOS, LTD;;100,000;5949-C3;QUILOGRAMA LIQUIDO;160582;1.136,37;64,90;1,68;4,25;1.207,20;144,86;12.00%;0,00;0.0%;76,19;25,35;2.1%;116,49;9.65%;0,00;1.744,55;174,46;10.0%;17,45;100,00;0,00;0,00;1.744,55
70613;OCCT02660/21;FOX 00168;2021-05-04;21/0844990-5;5,408700;NUTRAMAX S.A.;232756;"NOME COMERCIAL: BENZOATO DE SÓDIO GRANULAR   BENZOATO DE SÓDIO É O NOME GENÉRICO DO SAL SÓDICO DO ÁCIDO BENZOICO, NORMALMENTE PRODUZIDO PELA REAÇÃO DE HIDRÓXIDO DE SÓDIO COM ÁCIDO BENZÓICO   NOMES QUÍMICOS: BENZOATO DE SÓDIO, SODIUM BENZOATE, SODIUM SALT OF BENZENECARBOXYLIC ACID, SODIUM SALT OF PHENYLCARBOXYLIC ACID   SINÔNIMOS: INS NR. 211; - CAS: 532-32-1   EINECS (EC#): 208-534-8   INS: 211 - FEMA: 3025 - FÓRMULA MOLECULAR: C7H5NAO2   PESO MOLECULAR: 144,1 G/MOL   ASPECTO FÍSICO: GRANULADO OU PÓ BRANCO OU OFF-WHITE - ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO   O BENZOATO DE SÓDIO É UTILIZADO PRINCIPALMENTE COMO CONSERVANTE MICROBIOLÓGICO EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29163121.0;3;;DISPROQUIMA PORTUGAL - PRODUTOS QUIMICOS, LTD;EMERALD KALAMA CHEMICAL, BV;300,000;5949-C3;QUILOGRAMA LIQUIDO (;160582;4.507,02;194,82;6,65;12,76;4.721,25;566,55;12.00%;0,00;0.0%;302,19;99,14;2.1%;455,59;9.65%;0,00;6.827,47;682,75;10.0%;22,76;300,00;0,00;0,00;6.827,47
70845;OCCT02892/21;FOX 00169;2021-05-20;21/0970989-7;5,282200;NUTRAMAX S.A.;561130;"NOME COMERCIAL: EXTRATO DE TRIBULUS TERRESTRIS EM PÓ 40% SAPONINAS - TRIBULUS TERRESTRIS É O NOME GENÉRICO DA PLANTA HERBÁCEA RASTEIRA PERTENCENTE À FAMÍLIA DAS ZIGOFILÁCEAS, CARACTERIZADA POR ABUNDANTE QUANTIDADE DE ESPINHOS E FRUTOS ARREDONDADOS TAMBÉM ESPINHOSOS; ORIUNDA DA EUROPA, MAS ATUALMENTE ENCONTRADA EM QUASE TODAS AS REGIÕES DO MUNDO. EXTRATO SECO DE TRIBULUS TERRESTRIS PADRONIZADO COM MÍNIMO 40% DE SAPONINAS. NOME CIENTÍFICO: PUNCTUREVINE CALTROP FRUIT P.E - SINÔNIMOS: TRÍBULO, TRIBULUS TERRESTRIS, EXT.;TRIBULUSTERRISTRIS EXTRACT;PUNCTUREVINE CALTROP FRUIT EXTRACT - CAS: 90131-68-3 - EINECS: 290-381-1 - FÓRMULA MOLECULAR: C10H21N3O9 - PESO MOLECULAR: 327.28844 G/MOL - É UTILIZADA PRINCIPALMENTE EM SUPLEMENTOS NUTRICIONAIS PARA AUMENTO DA PERFORMANCE FÍSICA, AUMENTO DA LIBIDO ETC. PRODUTO EM PÓ DE COR AMARELADA/CREME A MARROM/ESVERDEADO (PODENDO VARIAR POR SER UM EXTRATO NATURAL) ACONDICIONADO EM BARRICAS DE 25 KG PESO LÍQUIDO CADA. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";13021999.0;1;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHAANXI LIFEHERB BIO-TE CO.,LTD;2.000,000;5949-C3;QUILOGRAMALIQUIDO;161774;42.785,82;4.521,03;54,99;105,63;47.467,47;3.797,40;8.00%;0,00;0.0%;818,25;996,81;2.1%;4.580,61;9.65%;0,00;64.067,27;6.406,73;10.0%;32,03;2.000,00;0,00;0,00;64.067,27
71922;OCCT03969/21;FOX 00178;2021-07-14;21/1333053-8;5,177000;NUTRAMAX S.A.;672094;"NOME COMERCIAL: REBAUDIOSÍDIO A 98% REBAUDIOSÍDIO A É O NOME GENÉRICO DE UM DOS 9 PRINCIPAIS EDULCORANTES NATURAIS (GLICOSÍDEOS DE ESTEVIOL) OBTIDOS POR EXTRAÇÃO A PARTIR DA FOLHA DA PLANTA STEVIA REBAUDIANA BERTONI EXTRATO NATURAL CONTENDO MAIS DE 95% DE GLICOSÍDEOS DE ESTEVIOL TOTAIS E MÍNIMO DE 98% DE REBAUDISÍDIO A - NOME QUÍMICO: REBAUDIOSÍDIO A ; 19-O-BETA-GLUCOPYRANOSYL-13-O-(BETA-GLUCOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-3))-BETA-GLUCOPYRANOSYL-13-XHYDROXYKAUR-16-EN-19-OIC ACID - SINÔNIMOS: REBAUDIOSIDE A ; (4R)-13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)OXY]KAUR-16-EN-18-OIC ACID B-D-GLUCOPYRANOSYL ESTER; (4B)-13-[(2-O-B-D-GLUCOPYRANOSYL-3-O-B-D-GLUCOPYRANOSYL-B-D-GLUCOPYRANOSYL)-OXY]KAUR-6-EN-8-OIC ACID B-D-GLUCOPYRANOSYL ESTER - CAS: 58543-16-1 INS: 960 FÓRMULA MOLECULAR: C44H70O23 PESO MOLECULAR: 967,01 G/MOL ESTADO FÍSICO: PÓ, BRANCO OU OFF-WHITE. O REBAUDIOSÍDIO A É UTILIZADO PRINCIPALMENTE COMO EDULCORANTE (SUBSTITUTO DO AÇÚCAR) NATURAL DE ALTA INTENSIDADE EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.";29389090.0;6;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHANDONG HAIGEN BIOTECHNOLOGY CO., LTD.;500,000;5949-C3;QUILOGRAMA LIQUIDO;166278;125.542,25;1.009,52;159,66;23,44;126.734,86;2.534,70;2.00%;0,00;0.0%;4.397,11;2.661,43;2.1%;12.229,91;9.65%;0,00;165.064,45;16.506,45;10.0%;330,13;500,00;0,00;0,00;165.064,45
71922;OCCT03969/21;FOX 00178;2021-07-14;21/1333053-8;5,177000;NUTRAMAX S.A.;694730;NOME COMERCIAL: DEXTRINA RESISTENTE PÓ (ORIGEM DE MILHO) - DEXTRINA RESISTENTE É O NOME GENÉRICO DA FIBRA DIETÉTICA SOLÚVEL EM ÁGUA OBTIDA A PARTIR DA HIDRÓLISE ÁCIDA E A QUENTE DO AMIDO DE MILHO E POSTERIOR FORMAÇÃO DE MOLÉCULAS MENORES E COM NOVAS LIGAÇÕES QUÍMICAS. CONCENTRAÇÃO MÍNIMA DE 90% DE DEXTRINA RESISTENTE EM BASE SECA - NOME: DEXTRINA RESISTENTE - SINÔNIMOS: FIBRA SOLÚVEL DE MILHO, BRITISH GUM - CAS: 9004-53-9 - EINECS (EC#): 232-675-4 - FÓRMULA MOLECULAR: VARIÁVEL - PESO MOLECULAR: VARIÁVEL - ASPECTO: PÓ BRANCO A LEVEMENTE AMARELADO OU OFF-WHITE. ACONDICIONADO EM SACOS DE 25 KG PESO LÍQUIDO. A DEXTRINA RESISTENTE É UTILIZADA PRINCIPALMENTE COMO FONTE DE FIBRA SOLÚVEL EM ALIMENTOS E BEBIDAS. PRODUTO ISENTO DE REGISTRO CONFORME RESOLUÇÃO RDC ANVISA NR. 27 DE 06/08/2010.;35051000.0;7;;NANJING JOYFUL IMP. / EXP. CO., LTD;SHANDONG BAILONG CHUANGYUAN BIO-TECH CO.,LTD;2.000,000;5949-C3;QUILOGRAMALIQUIDO;166278;34.168,20;4.038,01;43,54;93,77;38.343,52;5.368,09;14.00%;0,00;0.0%;1.196,74;805,21;2.1%;3.700,15;9.65%;0,00;54.904,12;5.490,41;10.0%;27,45;2.000,00;0,00;0,00;54.904,12
